Player,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,labels
John Lucas,1.59,1.0,2.6,0.07,-0.69,-1.93,-2.62,0.43,198.14,449.14,0.41,19.5,61.64,0.25,179.64,390.95,0.45,0.44,89.68,115.68,0.73,24.86,83.68,108.55,309.82,61.86,3.41,88.46,85.73,504.45,2
John McCullough,0.1,0.0,0.1,0.24,6.6,0.1,6.8,0.1,9.0,13.0,0.69,0.0,0.0,0.33,9.0,13.0,0.69,0.69,3.0,5.0,0.6,1.0,3.0,4.0,3.0,2.0,0.0,3.0,3.0,21.0,0
John Mengelt,1.93,0.7,2.66,0.07,-1.68,-2.1,-3.76,0.0,228.17,474.83,0.44,7.58,26.58,0.3,228.17,474.33,0.44,0.44,125.75,155.67,0.79,34.25,99.08,116.83,123.5,36.92,8.08,32.02,119.33,582.08,2
John Morton,-0.24,0.36,0.1,-0.02,-4.3,-1.72,-6.04,-0.32,48.0,124.2,0.36,3.0,14.8,0.16,45.0,109.4,0.39,0.37,44.0,55.4,0.81,12.0,25.4,37.4,74.8,21.0,4.8,42.8,37.6,143.0,0
John Olive,-0.15,0.0,-0.15,-0.17,-10.45,-2.45,-12.95,-0.2,6.5,21.0,0.16,6.0,21.0,0.31,6.5,21.0,0.16,0.16,9.0,11.5,0.77,1.5,8.5,10.0,1.5,2.0,0.0,7.5,17.0,22.0,3
John Paxson,2.36,0.95,3.3,0.1,-0.62,-2.45,-3.05,-0.25,218.45,437.45,0.49,24.82,69.91,0.34,193.64,367.55,0.51,0.52,43.73,54.36,0.77,15.18,67.18,82.36,250.73,47.0,4.0,59.18,130.0,505.45,2
John Pinone,0.0,0.1,0.1,0.04,-5.2,0.2,-4.9,0.0,7.0,13.0,0.54,0.0,0.0,0.31,7.0,13.0,0.54,0.54,6.0,10.0,0.6,0.0,10.0,10.0,3.0,2.0,1.0,5.0,11.0,20.0,0
John Roche,1.18,0.18,1.35,0.01,-2.48,-3.82,-6.32,-0.32,126.75,271.0,0.4,23.75,63.5,0.37,106.5,219.0,0.41,0.43,65.75,80.25,0.71,8.25,36.25,44.5,160.0,28.5,5.5,63.2,57.5,339.5,0
John Rudd,0.1,0.5,0.6,0.04,-3.0,-0.4,-3.4,-0.3,59.0,133.0,0.44,13.0,44.0,0.31,59.0,133.0,0.44,0.44,66.0,93.0,0.71,69.0,98.0,167.0,35.0,17.0,8.0,59.0,95.0,184.0,0
John Salley,1.32,1.91,3.24,0.1,-1.9,2.65,0.75,1.2,148.77,295.15,0.48,0.23,1.08,0.13,148.54,294.08,0.48,0.48,118.62,166.23,0.71,97.85,171.08,268.92,74.62,36.15,77.69,77.23,193.0,416.38,2
John Salmons,1.35,1.19,2.54,0.07,-0.72,-0.4,-1.11,0.49,216.32,498.74,0.42,54.37,145.26,0.36,161.95,353.47,0.44,0.48,112.26,139.26,0.78,28.89,148.42,177.32,147.47,51.84,16.21,80.37,112.58,599.26,2
John Schweitz,-0.3,0.05,-0.25,-0.33,-14.35,-2.2,-16.55,-0.1,12.5,37.5,0.17,0.0,2.0,0.16,12.5,35.5,0.18,0.17,3.5,5.0,0.74,3.0,8.0,11.0,9.0,0.0,0.5,8.0,7.0,28.5,3
John Shasky,0.43,0.4,0.83,0.03,-4.77,-1.63,-6.33,-0.33,58.67,126.0,0.4,0.0,0.67,0.0,58.67,125.33,0.41,0.4,55.0,84.0,0.54,52.67,73.67,126.33,11.33,9.67,11.67,25.0,59.67,172.33,0
John Shumate,1.84,1.21,3.05,0.09,-1.29,-0.25,-1.52,0.76,169.93,327.57,0.48,4.14,14.57,0.17,169.93,327.43,0.48,0.48,140.43,193.0,0.72,74.79,216.29,291.07,70.64,39.71,26.0,56.32,90.36,480.29,2
John Starks,1.39,1.99,3.37,0.08,0.51,-0.95,-0.44,1.05,277.07,675.47,0.4,85.4,250.8,0.34,191.67,424.67,0.44,0.46,116.73,151.33,0.79,28.47,120.2,148.67,217.73,66.2,7.33,106.67,159.67,756.27,2
John Stockton*,7.51,3.42,10.93,0.2,4.08,-0.92,3.17,3.47,370.47,718.84,0.51,44.47,115.95,0.34,326.0,602.89,0.54,0.54,252.0,305.05,0.82,50.84,162.37,213.21,831.89,171.84,16.58,223.37,207.47,1037.42,1
John Stroeder,-0.13,0.1,-0.03,0.04,-4.9,2.53,-2.37,-0.07,11.0,29.67,0.39,0.0,0.67,0.13,11.0,29.0,0.39,0.39,6.67,10.0,0.7,11.33,21.67,33.0,8.67,1.0,5.33,9.67,17.33,28.67,0
John Stroud,-0.1,0.0,-0.1,-0.04,-4.0,-2.5,-6.5,-0.1,11.0,34.0,0.32,0.0,0.0,0.31,11.0,34.0,0.32,0.32,3.0,4.0,0.75,7.0,6.0,13.0,9.0,1.0,0.0,4.0,7.0,25.0,3
John Thomas,0.15,0.22,0.36,0.03,-4.5,-1.07,-5.6,-0.14,28.4,57.2,0.49,0.0,0.2,0.06,28.4,57.0,0.5,0.49,15.8,25.1,0.67,25.7,30.1,55.8,7.9,9.4,6.4,16.1,49.8,72.6,0
John Trapp,0.02,1.06,1.06,0.04,-1.38,-0.62,-1.88,0.0,160.6,384.0,0.39,8.8,29.6,0.31,160.6,384.0,0.39,0.39,74.6,101.0,0.73,43.0,108.0,218.0,55.6,31.4,13.4,14.28,153.4,395.8,2
John Tresvant,1.14,1.22,2.38,0.13,-1.68,-0.02,-1.66,0.04,130.2,282.8,0.47,3.6,14.2,0.2,130.2,282.8,0.47,0.47,90.8,123.4,0.73,61.6,136.6,248.6,57.6,27.5,19.0,13.66,133.6,351.2,2
John Tschogl,-0.43,0.37,-0.13,-0.03,-4.53,0.57,-3.93,-0.27,42.0,118.0,0.35,3.0,11.33,0.31,42.0,118.0,0.35,0.35,8.33,14.33,0.56,52.67,83.67,69.33,23.0,20.67,25.0,14.43,58.0,92.33,0
John Turner,-0.4,0.3,-0.1,-0.02,-5.3,-2.1,-7.4,-0.5,43.0,98.0,0.44,0.0,0.0,0.31,43.0,98.0,0.44,0.44,31.0,59.0,0.52,38.0,40.0,78.0,12.0,6.0,4.0,32.0,40.0,117.0,0
John Vallely,-0.3,0.18,-0.05,0.01,-1.27,-0.35,-1.62,0.08,52.75,136.5,0.4,6.75,24.75,0.33,52.75,136.5,0.4,0.4,26.25,37.25,0.69,51.75,125.0,24.5,30.25,31.25,14.5,12.92,37.5,131.75,0
John Wall,2.81,2.96,5.77,0.11,1.97,0.47,2.44,2.9,488.14,1126.86,0.43,60.86,189.57,0.28,427.29,937.29,0.45,0.46,308.43,389.71,0.79,41.71,275.0,316.71,658.57,124.29,46.0,273.29,162.57,1345.57,1
John Wallace,0.23,0.7,0.91,0.06,-3.34,-1.41,-4.74,-0.56,164.57,356.57,0.45,2.14,7.14,0.32,162.43,349.43,0.46,0.46,83.14,112.29,0.77,46.86,104.71,151.57,40.14,19.14,30.86,67.14,100.86,414.43,2
John Warren,0.38,0.57,0.98,0.06,-2.28,0.02,-2.2,-0.08,177.5,411.5,0.44,0.0,1.5,0.33,177.5,411.5,0.44,0.44,70.5,83.75,0.87,65.25,133.5,161.75,133.5,23.25,21.5,14.95,138.25,425.5,2
John Wetzel,0.28,0.7,1.0,0.07,-2.1,0.03,-2.05,0.03,68.83,161.0,0.43,11.33,40.0,0.33,68.83,161.0,0.43,0.43,41.67,51.0,0.81,36.0,97.0,99.67,73.83,38.67,11.0,13.63,92.17,179.33,0
John Williams,0.72,1.78,2.49,0.07,-1.02,1.05,0.01,1.16,221.12,490.12,0.44,8.12,36.12,0.22,213.0,454.0,0.45,0.45,100.38,142.5,0.68,79.0,196.12,275.12,157.75,70.75,23.0,85.5,127.5,550.75,2
John Williamson,1.08,0.9,2.01,0.05,-0.68,-2.68,-3.37,-0.22,368.45,822.64,0.44,4.45,15.91,0.31,366.36,815.73,0.44,0.44,162.73,196.27,0.83,31.36,81.45,112.82,123.09,51.55,8.82,84.48,133.27,901.73,2
Johnny Baum,-0.3,0.7,0.4,0.04,-0.9,-1.2,-2.0,0.0,123.0,293.0,0.42,16.0,50.0,0.31,123.0,293.0,0.42,0.42,40.0,58.0,0.69,26.0,83.0,125.0,31.0,36.0,7.0,12.7,55.0,286.0,0
Johnny Davis,2.18,1.2,3.37,0.09,-0.13,-2.17,-2.29,0.07,320.58,716.83,0.44,5.58,25.67,0.24,317.58,700.17,0.45,0.45,199.75,242.92,0.83,47.33,82.67,130.0,298.75,60.0,10.0,124.38,128.75,843.92,2
Johnny Dawkins,1.62,0.8,2.42,0.08,0.19,-2.02,-1.83,0.07,262.33,575.0,0.47,20.0,60.56,0.28,242.33,514.44,0.49,0.49,120.22,140.22,0.87,37.0,111.44,148.44,333.0,68.67,3.22,123.11,93.0,664.89,2
Johnny Egan,-0.08,0.42,0.38,0.03,-0.92,-1.08,-1.92,0.02,44.0,115.0,0.38,13.75,44.5,0.32,44.0,115.0,0.38,0.38,27.5,33.5,0.82,29.0,89.25,38.0,68.75,36.5,7.75,13.7,49.25,115.5,0
Johnny Green,5.3,0.83,6.17,0.16,-1.53,-0.33,-1.77,0.03,341.0,584.67,0.59,8.0,27.0,0.2,341.0,584.67,0.59,0.59,159.33,261.0,0.62,48.67,118.33,525.67,89.33,29.0,17.33,13.57,218.67,841.33,2
Johnny High,-0.77,1.95,1.18,0.04,-3.42,2.48,-0.95,0.3,127.0,292.0,0.42,1.0,9.5,0.11,126.0,282.5,0.43,0.42,94.0,151.75,0.54,54.75,99.5,154.25,131.25,81.25,21.5,113.75,178.0,349.0,2
Johnny Moore,1.37,1.36,2.73,0.02,-2.17,-0.32,-2.5,0.98,182.0,395.73,0.41,8.55,34.09,0.18,173.45,361.64,0.43,0.42,72.73,102.09,0.73,35.73,105.55,141.27,352.55,92.73,10.55,106.36,120.55,445.27,2
Johnny Neumann,-0.35,0.28,-0.02,0.01,-2.05,-2.78,-4.82,-0.48,89.25,220.0,0.41,0.0,3.0,0.33,89.25,220.0,0.41,0.41,32.75,48.0,0.72,13.25,26.25,39.5,77.25,17.0,5.25,15.92,73.0,211.25,0
Johnny Newman,2.14,0.86,2.99,0.08,-0.04,-1.53,-1.57,0.29,264.94,574.17,0.46,34.67,104.22,0.31,230.28,469.94,0.49,0.49,189.44,233.83,0.81,57.56,93.33,150.89,97.78,62.94,15.17,97.0,188.61,754.0,2
Johnny O'Bryant,-0.16,0.14,0.02,0.04,-2.42,-2.54,-4.92,-0.32,32.0,77.8,0.46,1.4,2.6,0.54,30.6,75.2,0.46,0.49,9.8,15.8,0.69,21.8,33.8,55.6,12.2,4.6,2.8,13.6,32.8,75.2,0
Johnny Rogers,0.05,0.2,0.2,0.02,-3.95,-2.15,-6.15,-0.3,58.0,123.0,0.46,0.0,3.5,0.0,58.0,119.5,0.47,0.46,9.5,14.0,0.68,19.0,33.0,52.0,14.5,6.5,5.5,15.0,44.5,125.5,0
Johnny Taylor,-0.02,0.02,0.02,-0.08,-7.78,-2.3,-10.08,-0.06,21.0,52.6,0.31,5.8,14.4,0.64,15.2,38.2,0.29,0.34,5.6,7.8,0.74,7.6,17.6,25.2,5.4,6.6,4.2,9.2,25.8,53.4,3
Jon Barry,1.49,1.09,2.58,0.11,0.26,-0.33,-0.06,0.69,109.75,252.5,0.42,45.5,115.06,0.38,64.25,137.44,0.47,0.51,58.12,68.38,0.84,21.5,83.0,104.5,121.94,48.88,7.5,54.69,69.44,323.12,2
Jon Brockman,0.63,0.57,1.23,0.09,-2.63,-0.17,-2.77,0.0,39.33,80.67,0.46,0.0,0.33,0.07,39.33,80.33,0.46,0.46,28.0,45.33,0.58,70.67,86.67,157.33,16.33,11.0,3.0,19.0,89.0,106.67,0
Jon Koncak,0.55,2.11,2.65,0.09,-2.8,2.58,-0.21,0.75,131.27,279.36,0.47,1.73,7.64,0.11,129.55,271.73,0.48,0.48,55.73,93.36,0.59,96.73,253.82,350.55,71.36,49.27,71.91,56.73,224.91,320.0,2
Jon Leuer,0.76,0.79,1.54,0.09,-2.02,-0.5,-2.54,0.15,115.38,240.75,0.48,15.5,46.25,0.24,99.88,194.5,0.51,0.5,35.25,46.75,0.64,42.0,124.75,166.75,36.25,16.25,11.88,29.62,66.0,281.5,0
Jon McGlocklin,2.98,1.57,4.55,0.1,-1.53,-1.77,-3.22,-0.23,335.67,666.17,0.49,10.0,34.0,0.33,335.67,666.17,0.49,0.49,76.67,88.0,0.88,25.17,81.83,139.5,217.67,35.0,6.17,14.47,123.67,748.0,2
Jon Sundvold,0.66,0.33,0.99,0.06,-1.24,-4.64,-5.89,-0.69,183.0,404.67,0.43,25.11,64.0,0.45,157.89,340.67,0.4,0.48,40.67,47.89,0.86,14.67,46.89,61.56,163.22,24.44,0.56,62.22,66.78,431.78,0
Jonas Jerebko,1.42,1.08,2.5,0.11,-0.43,-0.22,-0.64,0.37,145.78,320.67,0.45,35.56,99.56,0.36,110.22,221.11,0.49,0.51,59.44,77.11,0.78,81.33,171.0,252.33,50.89,35.22,15.67,45.78,121.78,386.56,2
Jonas Valanciunas,4.24,2.5,6.72,0.17,-0.52,0.16,-0.36,0.72,326.0,586.4,0.56,0.2,0.8,0.1,325.8,585.6,0.56,0.56,179.8,230.2,0.78,194.4,422.6,617.0,48.0,27.2,77.4,106.0,206.6,832.0,1
Jonathan Bender,0.02,0.45,0.49,0.05,-3.47,-1.04,-4.53,-0.19,63.62,152.62,0.45,12.62,37.12,0.3,51.0,115.5,0.48,0.49,41.75,54.75,0.77,19.12,53.62,72.75,21.25,5.38,21.12,32.25,48.88,181.62,0
Jonathan Gibson,-0.3,0.2,-0.1,-0.03,-3.3,-2.2,-5.5,-0.2,35.0,95.0,0.37,15.0,45.0,0.33,20.0,50.0,0.4,0.45,21.0,29.0,0.72,1.0,21.0,22.0,26.0,8.0,0.0,21.0,21.0,106.0,0
Jonathan Kerner,0.0,0.0,0.0,-0.18,-12.2,-2.0,-14.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3
Jonathon Simmons,0.3,1.7,2.0,0.09,-1.95,0.55,-1.45,0.1,149.5,331.5,0.46,24.0,74.5,0.34,125.5,257.0,0.5,0.5,84.0,112.0,0.75,18.0,110.0,128.0,92.0,35.5,15.0,64.5,124.5,407.0,2
Jonny Flynn,-0.44,0.24,-0.2,-0.01,-2.86,-3.2,-6.04,-0.62,119.4,302.0,0.36,25.6,76.6,0.3,93.8,225.4,0.38,0.4,62.6,78.0,0.77,10.4,58.8,69.2,146.0,25.6,1.8,83.6,40.4,327.0,0
Jordan Adams,0.0,0.2,0.2,0.04,-2.35,3.0,0.65,0.05,18.5,46.0,0.37,5.0,13.0,0.2,13.5,33.0,0.4,0.4,8.5,14.0,0.6,4.5,10.5,15.0,9.5,9.5,3.5,8.0,13.0,50.5,0
Jordan Clarkson,1.4,0.5,1.9,0.05,0.5,-2.0,-1.47,0.2,406.33,921.67,0.44,88.67,265.67,0.33,317.67,656.0,0.48,0.49,143.0,176.67,0.81,66.0,184.0,250.0,203.67,75.67,9.0,131.67,142.33,1044.33,2
Jordan Crawford,0.21,0.73,0.93,0.03,-0.39,-2.29,-2.68,-0.05,190.36,465.09,0.41,48.0,153.27,0.31,142.36,311.82,0.46,0.46,79.73,95.73,0.82,23.09,85.64,108.73,135.73,29.09,3.36,80.18,65.36,508.45,2
Jordan Farmar,0.6,0.78,1.38,0.07,0.21,-1.88,-1.66,0.17,146.0,345.2,0.41,58.3,155.9,0.38,87.7,189.3,0.42,0.51,38.5,52.1,0.78,16.1,79.7,95.8,145.3,39.1,5.6,69.5,71.3,388.8,2
Jordan Hamilton,0.2,0.46,0.66,0.07,-0.71,-0.99,-1.71,0.1,69.86,173.57,0.41,29.57,83.14,0.37,40.29,90.43,0.43,0.5,15.57,22.0,0.67,17.29,71.71,89.0,25.57,16.71,7.71,21.14,30.14,184.86,0
Jordan Hill,0.82,0.76,1.59,0.1,-2.49,-0.57,-3.07,-0.02,128.17,258.25,0.49,0.25,2.25,0.04,127.92,256.0,0.49,0.49,49.25,71.0,0.7,84.67,144.5,229.17,29.83,14.83,26.67,40.58,86.5,305.83,0
Jordan McRae,0.08,0.1,0.25,0.07,-1.55,-3.15,-4.75,-0.15,31.5,76.5,0.42,9.5,23.75,0.43,22.0,52.75,0.44,0.48,17.25,22.5,0.76,3.5,16.5,20.0,17.25,3.5,2.0,11.0,16.25,89.75,0
Jordan Mickey,-0.05,0.15,0.1,0.05,-6.5,2.5,-4.0,-0.05,11.5,28.0,0.4,0.0,0.5,0.1,11.5,27.5,0.41,0.4,6.5,12.0,0.54,9.5,14.0,23.5,4.0,1.5,8.5,5.0,8.5,29.5,0
Jordan Williams,1.0,0.4,1.3,0.1,-1.9,-1.1,-3.1,-0.2,77.0,152.0,0.51,0.0,0.0,0.0,77.0,152.0,0.51,0.51,43.0,66.0,0.65,66.0,90.0,156.0,11.0,21.0,15.0,23.0,61.0,197.0,0
Jorge Garbajosa,0.3,1.25,1.55,0.06,-1.35,0.45,-0.95,0.7,115.0,277.0,0.37,36.0,104.5,0.36,79.0,172.5,0.34,0.46,28.5,39.0,0.72,25.0,147.5,172.5,64.0,40.5,7.5,32.5,46.0,294.5,0
Jorge Gutierrez,0.1,0.14,0.24,0.1,-2.24,-1.16,-3.38,-0.02,15.0,29.4,0.52,0.6,4.0,0.05,14.4,25.4,0.58,0.53,7.4,9.8,0.74,2.6,13.2,15.8,18.2,5.0,0.2,8.8,18.0,38.0,0
Jose Calderon,3.29,0.71,3.97,0.11,1.22,-2.32,-1.09,0.69,204.19,431.5,0.46,63.19,153.25,0.38,141.0,278.25,0.5,0.53,60.94,69.44,0.89,19.56,121.31,140.88,345.12,46.38,4.69,89.38,91.62,532.5,2
Jose Ortiz,-0.25,0.3,0.0,0.03,-2.0,-1.2,-3.2,-0.2,37.0,83.5,0.45,0.5,1.5,0.25,36.5,82.0,0.45,0.45,17.0,28.5,0.6,19.0,17.5,36.5,9.0,5.0,4.0,20.5,27.5,91.5,0
Jose Slaughter,-0.4,0.3,-0.1,-0.01,-2.1,-1.8,-3.9,-0.3,89.0,238.0,0.37,9.0,41.0,0.22,80.0,197.0,0.41,0.39,38.0,59.0,0.64,34.0,34.0,68.0,52.0,36.0,7.0,42.0,93.0,225.0,0
Joseph Forte,-0.3,0.1,-0.2,-0.16,-9.3,-0.75,-10.05,-0.15,5.5,23.5,0.18,0.0,3.0,0.0,5.5,20.5,0.21,0.18,4.0,5.0,0.83,2.5,6.0,8.5,8.5,3.0,0.0,6.5,3.5,15.0,3
Josh Akognon,0.0,0.0,0.0,0.2,4.7,-4.9,-0.2,0.0,2.0,4.0,0.5,1.0,2.0,0.5,1.0,2.0,0.5,0.62,0.0,0.0,0.79,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,5.0,0
Josh Boone,1.1,1.15,2.25,0.1,-2.55,0.35,-2.2,0.02,141.75,260.5,0.54,0.0,0.0,0.15,141.75,260.5,0.54,0.54,51.5,115.75,0.43,121.0,193.5,314.5,31.25,24.75,44.5,42.25,116.5,335.0,2
Josh Childress,2.83,0.86,3.69,0.1,0.14,0.46,0.57,1.24,191.86,367.29,0.49,14.14,43.0,0.28,177.71,324.29,0.52,0.51,109.0,140.0,0.6,104.57,159.29,263.86,86.71,48.29,26.29,62.57,103.43,506.86,2
Josh Davis,0.07,0.1,0.13,0.06,-2.0,-1.73,-3.75,-0.02,9.67,26.17,0.34,3.83,12.0,0.11,5.83,14.17,0.45,0.36,3.83,5.33,0.73,8.67,11.17,19.83,3.33,3.17,0.83,3.67,12.0,27.0,0
Josh Grant,0.0,0.5,0.5,0.06,-1.7,-1.1,-2.8,-0.1,59.0,146.0,0.4,17.0,61.0,0.28,42.0,85.0,0.49,0.46,22.0,29.0,0.76,27.0,62.0,89.0,24.0,18.0,8.0,30.0,62.0,157.0,0
Josh Harrellson,0.3,0.4,0.7,0.08,-2.4,-1.03,-3.4,0.07,35.0,80.0,0.44,11.0,31.67,0.31,24.0,48.33,0.58,0.51,7.33,11.67,0.61,26.67,49.0,75.67,8.67,10.0,12.0,11.0,32.0,88.33,0
Josh Howard,1.71,1.56,3.25,0.09,-0.57,-0.63,-1.2,0.82,243.0,545.75,0.43,30.42,92.92,0.31,212.58,452.83,0.46,0.46,126.58,164.08,0.74,73.0,177.92,250.92,72.08,46.33,23.92,64.08,115.67,643.0,2
Josh Huestis,0.05,0.05,0.1,0.14,-0.5,-0.35,-0.85,0.0,5.5,11.5,0.48,3.0,5.0,0.58,2.5,6.5,0.37,0.61,0.0,2.5,0.0,3.0,6.5,9.5,1.5,0.5,2.5,1.5,1.5,14.0,0
Josh McRoberts,0.88,0.82,1.72,0.09,-1.22,1.0,-0.22,0.56,89.17,192.83,0.47,18.33,54.92,0.29,70.83,137.92,0.51,0.51,31.17,43.58,0.7,46.75,120.83,167.58,86.83,21.17,18.42,37.25,78.83,227.83,0
Josh Powell,-0.18,0.47,0.31,0.01,-6.06,-1.11,-7.13,-0.41,60.11,136.56,0.4,0.78,2.22,0.18,59.33,134.33,0.4,0.41,28.11,38.0,0.73,39.44,73.89,113.33,20.22,6.0,8.89,31.44,61.33,149.11,0
Josh Richardson,0.8,1.55,2.35,0.09,-0.4,0.75,0.4,0.8,162.5,392.5,0.42,64.0,171.0,0.4,98.5,221.5,0.44,0.51,51.0,70.0,0.72,28.0,109.5,137.5,106.5,48.0,32.0,50.0,119.5,440.0,2
Josh Selby,-0.5,0.15,-0.35,-0.12,-8.4,-2.3,-10.7,-0.3,15.5,47.0,0.31,1.5,10.5,0.15,14.0,36.5,0.36,0.33,9.0,12.5,0.71,1.0,9.0,10.0,17.0,4.5,0.0,18.0,12.0,41.5,3
Josh Smith,0.41,2.93,3.34,0.06,-1.43,2.63,1.21,1.97,351.81,786.19,0.43,35.19,121.81,0.26,316.62,664.38,0.46,0.46,158.25,254.38,0.6,119.81,340.88,460.69,197.25,75.25,117.25,155.0,175.25,897.06,1
Jrue Holiday,1.3,2.01,3.31,0.08,1.25,-0.31,0.94,1.5,355.88,807.25,0.44,70.88,193.88,0.37,285.0,613.38,0.47,0.49,116.25,147.5,0.79,50.38,174.62,225.0,393.38,91.5,24.62,169.75,143.25,898.88,1
Juan Carlos,1.0,0.4,1.4,0.03,0.4,-2.7,-2.3,-0.1,308.0,766.0,0.4,156.0,432.0,0.36,152.0,334.0,0.46,0.5,124.0,146.0,0.85,34.0,176.0,210.0,177.0,48.0,1.0,134.0,94.0,896.0,2
Juan Dixon,0.15,0.58,0.75,0.03,-1.06,-1.88,-2.94,-0.2,164.09,395.82,0.41,40.0,115.45,0.36,124.09,280.36,0.44,0.47,60.82,72.64,0.82,17.91,77.45,95.36,90.45,39.82,4.09,64.27,88.36,429.0,2
Juan Hernangomez,1.2,0.6,1.8,0.1,-0.1,-1.2,-1.3,0.1,101.0,224.0,0.45,46.0,113.0,0.41,55.0,111.0,0.5,0.55,57.0,76.0,0.75,43.0,144.0,187.0,29.0,29.0,12.0,31.0,62.0,305.0,2
Juaquin Hawkins,-0.3,0.7,0.4,0.03,-3.8,0.5,-3.3,-0.2,57.0,148.0,0.38,10.0,24.0,0.42,47.0,124.0,0.38,0.42,10.0,20.0,0.5,16.0,62.0,78.0,47.0,29.0,6.0,29.0,57.0,134.0,0
Jud Buechler,0.46,0.64,1.11,0.09,-1.46,0.46,-0.99,0.18,64.5,150.25,0.43,17.62,48.31,0.3,46.88,101.94,0.46,0.48,13.38,21.31,0.57,29.75,59.38,89.12,38.25,22.06,9.94,20.25,50.56,160.0,0
Julian Wright,0.18,0.78,0.98,0.06,-2.33,1.15,-1.18,0.12,99.25,198.75,0.5,4.0,15.25,0.26,95.25,183.5,0.52,0.51,24.25,41.5,0.58,46.0,86.75,132.75,45.5,33.0,17.25,41.0,45.5,226.75,0
Julius Erving*,5.65,4.03,9.65,0.17,3.33,1.65,4.98,4.69,657.91,1297.82,0.5,5.36,20.27,0.27,653.73,1281.82,0.51,0.51,349.45,450.0,0.78,187.91,321.27,509.18,293.09,137.09,117.55,212.69,207.82,1669.45,1
Julius Hodge,0.0,0.02,0.02,0.03,-3.38,-0.92,-4.32,0.0,4.25,9.25,0.46,0.0,0.0,0.33,4.25,9.25,0.46,0.46,2.25,4.0,0.66,2.25,3.5,5.75,7.5,2.5,0.0,3.5,4.75,10.75,0
Julius Nwosu,-0.1,0.1,0.0,-0.01,-6.7,-1.9,-8.6,-0.1,9.0,28.0,0.32,0.0,0.0,0.0,9.0,28.0,0.32,0.32,13.0,17.0,0.76,11.0,13.0,24.0,3.0,0.0,3.0,9.0,20.0,31.0,3
Julius Randle,0.53,1.13,1.67,-0.05,-5.57,-1.27,-6.8,0.03,245.33,537.0,0.42,9.0,33.0,0.25,236.33,504.0,0.43,0.42,132.33,184.67,0.48,107.67,380.67,488.33,136.0,34.0,22.0,107.67,163.67,632.0,2
Julyan Stone,0.1,0.1,0.23,0.1,-1.07,0.23,-0.83,0.03,7.33,16.67,0.61,1.33,6.33,0.25,6.0,10.33,0.7,0.64,4.33,6.0,0.71,3.0,13.0,16.0,17.0,4.0,2.0,6.0,11.67,20.33,0
Jumaine Jones,0.92,0.96,1.89,0.05,-1.88,-0.71,-2.6,0.31,161.75,381.5,0.4,53.12,152.25,0.35,108.62,229.25,0.42,0.46,39.0,55.38,0.72,69.0,179.38,248.38,51.0,38.38,18.0,48.5,108.75,415.62,2
Junior Bridgeman,2.22,1.52,3.75,0.1,0.02,-1.33,-1.29,0.47,400.08,841.58,0.47,6.67,24.92,0.26,396.75,827.92,0.48,0.47,156.25,184.67,0.84,75.83,173.75,249.58,172.17,57.08,18.33,99.55,164.08,959.75,2
Junior Burrough,-0.6,0.4,-0.2,-0.02,-6.0,-1.9,-7.9,-0.7,64.0,170.0,0.38,0.0,0.0,0.2,64.0,170.0,0.38,0.38,61.0,93.0,0.66,45.0,64.0,109.0,15.0,15.0,10.0,40.0,74.0,189.0,0
Junior Harrington,-1.33,1.03,-0.3,-0.02,-4.37,-0.07,-4.43,-0.67,96.67,260.67,0.38,6.67,24.33,0.28,90.0,236.33,0.39,0.4,44.33,64.33,0.72,23.0,104.0,127.0,142.67,42.0,8.33,83.33,133.67,244.33,0
Justin Anderson,0.38,0.85,1.23,0.08,-1.48,0.08,-1.45,0.08,110.75,263.25,0.42,34.5,117.75,0.29,76.25,145.5,0.53,0.49,62.0,78.25,0.79,39.0,116.5,155.5,40.25,25.25,17.75,39.0,65.75,318.0,0
Justin Dentmon,-0.1,0.02,-0.05,-0.19,-8.78,-3.2,-11.95,-0.05,5.0,14.5,0.26,1.0,7.0,0.16,4.0,7.5,0.52,0.28,2.0,3.0,0.73,0.0,4.0,4.0,5.0,1.0,0.0,3.5,5.0,13.0,3
Justin Hamilton,0.53,0.37,0.88,0.1,-0.55,-0.68,-1.27,0.23,60.33,129.17,0.46,13.5,43.5,0.32,46.83,85.67,0.53,0.51,21.17,26.0,0.88,32.17,58.5,90.67,21.17,15.33,17.17,17.0,41.17,155.33,0
Justin Harper,-0.13,0.03,-0.13,-0.07,-5.1,-2.67,-7.73,-0.1,6.0,17.67,0.37,2.67,9.67,0.29,3.33,8.0,0.33,0.47,0.33,1.0,0.4,1.67,4.33,6.0,1.33,1.0,1.0,4.0,3.33,15.0,3
Justin Holiday,0.1,0.68,0.83,0.04,-2.87,-0.03,-2.92,0.03,86.0,212.83,0.38,34.67,101.33,0.32,51.33,111.5,0.44,0.45,27.17,34.5,0.74,10.5,71.5,82.0,46.17,28.67,14.5,30.33,48.67,233.83,0
