,college,height,name,position,url,weight,3PA,3P%,3P,FGA,FG%,FG,FT%,FTA,FT,G,PTS,labels
297,University of California,6-6,Jabari Bird,G,/players/b/birdja01.html,197.0,4.4,0.371,1.6,8.9,0.442,3.9,0.753,1.6,1.2,114.0,10.8,1
298,University of Kentucky,6-6,Jerry Bird,F,/players/b/birdje01.html,210.0,0.9,0.333,0.3,9.6,0.511,4.9,0.7,3.9,2.7,107.0,13.1,3
299,Indiana State University,6-9,Larry Bird,F,/players/b/birdla01.html,220.0,0.9,0.333,0.3,23.0,0.5329999999999999,12.3,0.8220000000000001,7.0,5.8,94.0,30.3,0
300,University of Houston,6-3,Otis Birdsong,G,/players/b/birdsot01.html,190.0,3.8,0.366,1.4,18.5,0.547,10.1,0.7120000000000001,5.8,4.1,116.0,24.4,0
301,Washington State University,6-3,Gale Bishop,F,/players/b/bishoga01.html,195.0,0.9,0.333,0.3,9.6,0.511,4.9,0.7,3.9,2.7,107.0,13.1,3
302,Indiana University,7-1,Uwe Blab,C,/players/b/blabuw01.html,252.0,0.0,0.25,0.0,8.5,0.5429999999999999,4.6,0.639,3.5,2.3,118.0,11.5,2
303,University of Kansas,6-5,Charlie Black,F-C,/players/b/blackch01.html,200.0,0.1,0.28800000000000003,0.0,9.6,0.535,5.2,0.679,4.2,2.7,100.0,13.5,3
304,Saint Joseph's University,6-5,Norman Black,G,/players/b/blackno01.html,185.0,3.8,0.366,1.4,14.7,0.466,6.8,0.667,4.4,2.9,104.0,16.6,1
305,"University of Memphis, University of Kansas",6-9,Tarik Black,C-F,/players/b/blackta01.html,250.0,0.0,0.0,0.0,5.3,0.614,3.3,0.555,3.3,1.8,135.0,8.4,2
306,South Dakota State University,6-10,Tom Black,C,/players/b/blackto01.html,220.0,0.0,0.25,0.0,7.4,0.5429999999999999,4.1,0.648,3.5,2.2,102.0,10.5,2
307,Kansas State University,6-6,Rolando Blackman,G,/players/b/blackro01.html,190.0,3.8,0.366,1.4,12.1,0.517,6.2,0.7170000000000001,3.9,2.8,121.0,15.2,1
